Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
34.0,No,Travel_Rarely,629.0,Research & Development,27.0,2,Medical,4,Female,95,3,1,Research Scientist,2,Single,2311,5711,2,No,15,3,4,0,9,3,3,3,2,1,2
41.0,Yes,Travel_Rarely,1356.0,Sales,20.0,2,Marketing,2,Female,70,3,1,Sales Representative,2,Single,3140,21728,1,Yes,22,4,4,0,4,5,2,4,3,0,2
50.0,No,Travel_Rarely,328.0,Research & Development,1.0,3,Medical,3,Male,86,2,1,Laboratory Technician,3,Married,3690,3425,2,No,15,3,4,1,5,2,2,3,2,0,2
53.0,No,Travel_Rarely,1084.0,Research & Development,13.0,2,Medical,4,Female,57,4,2,Manufacturing Director,1,Divorced,4450,26250,1,No,11,3,3,2,5,3,3,4,2,1,3
33.0,No,Travel_Rarely,931.0,Research & Development,14.0,3,Medical,4,Female,72,3,1,Research Scientist,2,Married,2756,4673,1,No,13,3,4,1,8,5,3,8,7,1,6
40.0,No,Travel_Rarely,989.0,Research & Development,4.0,1,Medical,4,Female,46,3,5,Manager,3,Married,19033,6499,1,No,14,3,2,1,21,2,3,20,8,9,9
55.0,No,Travel_Rarely,692.0,Research & Development,14.0,4,Medical,3,Male,61,4,5,Research Director,2,Single,18722,13339,8,No,11,3,4,0,36,3,3,24,15,2,15
34.0,No,Travel_Frequently,1069.0,Research & Development,2.0,1,Life Sciences,4,Male,45,2,2,Manufacturing Director,3,Married,9547,14074,1,No,17,3,3,0,10,2,2,10,9,1,9
51.0,No,Travel_Rarely,313.0,Research & Development,3.0,3,Medical,4,Female,98,3,4,Healthcare Representative,2,Single,13734,7192,3,No,18,3,3,0,21,6,3,7,7,1,0
52.0,No,Travel_Rarely,699.0,Research & Development,1.0,4,Life Sciences,3,Male,65,2,5,Manager,3,Married,19999,5678,1,No,14,3,1,1,34,5,3,33,18,11,9
27.0,No,Travel_Rarely,894.0,Research & Development,9.0,3,Medical,4,Female,99,3,1,Research Scientist,2,Single,2279,11781,1,No,16,3,4,0,7,2,2,7,7,0,3
35.0,Yes,Travel_Rarely,556.0,Research & Development,23.0,2,Life Sciences,2,Male,50,2,2,Manufacturing Director,3,Married,5916,15497,3,Yes,13,3,1,0,8,1,3,1,0,0,1
43.0,No,Non-Travel,1344.0,Research & Development,7.0,3,Medical,4,Male,37,4,1,Research Scientist,4,Divorced,2089,5228,4,No,14,3,4,3,7,3,4,5,4,2,2
45.0,No,Non-Travel,1195.0,Research & Development,2.0,2,Medical,1,Male,65,2,4,Manager,4,Married,16792,20462,9,No,23,4,4,1,22,1,3,20,8,11,8
37.0,No,Travel_Rarely,290.0,Research & Development,21.0,3,Life Sciences,2,Male,65,4,1,Research Scientist,1,Married,3564,22977,1,Yes,12,3,1,1,8,3,2,8,7,1,7
35.0,No,Travel_Frequently,138.0,Research & Development,2.0,3,Medical,2,Female,37,3,2,Laboratory Technician,2,Single,4425,15986,5,No,11,3,4,0,10,5,3,6,2,1,2
42.0,No,Non-Travel,926.0,Research & Development,21.0,2,Medical,3,Female,36,3,2,Manufacturing Director,3,Divorced,5265,16439,2,No,16,3,2,1,11,5,3,5,3,0,2
38.0,No,Travel_Rarely,1261.0,Research & Development,2.0,4,Life Sciences,4,Male,88,3,2,Manufacturing Director,3,Married,6553,7259,9,No,14,3,2,0,14,3,3,1,0,0,0
38.0,No,Travel_Rarely,1084.0,Research & Development,29.0,3,Technical Degree,4,Male,54,3,2,Manufacturing Director,4,Married,6261,4185,3,No,18,3,1,1,9,3,1,7,7,1,7
27.0,No,Travel_Frequently,472.0,Research & Development,1.0,1,Technical Degree,3,Male,60,2,2,Manufacturing Director,1,Married,4298,9679,5,No,19,3,3,1,6,1,3,2,2,2,0
49.0,No,Non-Travel,1002.0,Research & Development,18.0,4,Life Sciences,4,Male,92,3,2,Manufacturing Director,4,Divorced,6804,23793,1,Yes,15,3,1,2,7,0,3,7,7,1,7
34.0,No,Travel_Frequently,878.0,Research & Development,10.0,4,Medical,4,Male,43,3,1,Research Scientist,3,Divorced,3815,5972,1,Yes,17,3,4,1,5,4,4,5,3,2,0
40.0,No,Travel_Rarely,905.0,Research & Development,19.0,2,Medical,3,Male,99,3,2,Laboratory Technician,4,Married,2741,16523,8,Yes,15,3,3,1,15,2,4,7,2,3,7
38.0,Yes,Travel_Rarely,1180.0,Research & Development,29.0,1,Medical,2,Male,70,3,2,Healthcare Representative,1,Married,6673,11354,7,Yes,19,3,2,0,17,2,3,1,0,0,0
29.0,Yes,Travel_Rarely,121.0,Sales,27.0,3,Marketing,2,Female,35,3,3,Sales Executive,4,Married,7639,24525,1,No,22,4,4,3,10,3,2,10,4,1,9
22.0,No,Travel_Rarely,1136.0,Research & Development,5.0,3,Life Sciences,4,Male,60,4,1,Research Scientist,2,Divorced,2328,12392,1,Yes,16,3,1,1,4,2,2,4,2,2,2
36.0,No,Travel_Frequently,635.0,Research & Development,18.0,1,Medical,2,Female,73,3,1,Laboratory Technician,4,Single,2153,7703,1,No,13,3,1,0,8,2,3,8,1,1,7
40.0,No,Non-Travel,1151.0,Research & Development,9.0,5,Life Sciences,4,Male,63,2,2,Healthcare Representative,4,Married,4876,14242,9,No,14,3,4,1,5,5,1,3,2,0,2
46.0,No,Travel_Rarely,644.0,Research & Development,1.0,4,Medical,4,Male,97,3,3,Healthcare Representative,1,Divorced,9396,12368,7,No,16,3,3,1,17,3,3,4,2,0,3
32.0,Yes,Travel_Rarely,1045.0,Sales,4.0,4,Medical,4,Male,32,1,3,Sales Executive,4,Married,10400,25812,1,No,11,3,3,0,14,2,2,14,8,9,8
30.0,No,Non-Travel,829.0,Research & Development,1.0,1,Life Sciences,3,Male,88,2,3,Manufacturing Director,3,Single,8474,20925,1,No,22,4,3,0,12,2,3,11,8,5,8
27.0,No,Travel_Frequently,1242.0,Sales,20.0,3,Life Sciences,4,Female,90,3,2,Sales Executive,3,Single,9981,12916,1,No,14,3,4,0,7,2,3,7,7,0,7
51.0,No,Travel_Rarely,1469.0,Research & Development,8.0,4,Life Sciences,2,Male,81,2,3,Research Director,2,Married,12490,15736,5,No,16,3,4,2,16,5,1,10,9,4,7
30.0,Yes,Travel_Rarely,1005.0,Research & Development,3.0,3,Technical Degree,4,Female,88,3,1,Research Scientist,1,Single,2657,8556,5,Yes,11,3,3,0,8,5,3,5,2,0,4
41.0,No,Travel_Rarely,896.0,Sales,6.0,3,Life Sciences,4,Female,75,3,3,Manager,4,Single,13591,14674,3,Yes,18,3,3,0,16,3,3,1,0,0,0
30.0,Yes,Travel_Frequently,334.0,Sales,26.0,4,Marketing,3,Female,52,2,2,Sales Executive,1,Single,6696,22967,5,No,15,3,3,0,9,5,2,6,3,0,1
29.0,Yes,Travel_Rarely,992.0,Research & Development,1.0,3,Technical Degree,3,Male,85,3,1,Research Scientist,3,Single,2058,19757,1,No,14,3,4,0,7,1,2,6,2,1,5
45.0,No,Non-Travel,1052.0,Sales,6.0,3,Medical,4,Female,57,2,3,Sales Executive,4,Single,8865,16840,6,No,12,3,4,0,23,2,3,19,7,12,8
54.0,No,Travel_Rarely,1147.0,Sales,3.0,3,Marketing,4,Female,52,3,2,Sales Executive,1,Married,5940,17011,2,No,14,3,4,1,16,4,3,6,2,0,5
36.0,No,Travel_Rarely,1396.0,Research & Development,5.0,2,Life Sciences,4,Male,62,3,2,Laboratory Technician,2,Single,5914,9945,8,No,16,3,4,0,16,3,4,13,11,3,7
33.0,No,Travel_Rarely,147.0,Research & Development,4.0,4,Medical,3,Female,47,2,1,Research Scientist,2,Married,2622,13248,6,No,21,4,4,0,7,3,3,3,2,1,1
37.0,No,Travel_Frequently,663.0,Research & Development,11.0,3,Other,2,Male,47,3,3,Research Director,4,Divorced,12185,10056,1,Yes,14,3,3,3,10,1,3,10,8,0,7
38.0,No,Travel_Rarely,119.0,Sales,3.0,3,Life Sciences,1,Male,76,3,3,Sales Executive,3,Divorced,10609,9647,1,No,12,3,3,2,17,6,2,16,10,5,13
31.0,No,Non-Travel,979.0,Research & Development,1.0,4,Medical,3,Male,90,1,2,Manufacturing Director,3,Married,4345,4381,1,No,12,3,4,1,6,2,3,5,4,1,4
59.0,No,Travel_Rarely,142.0,Research & Development,3.0,3,Life Sciences,3,Male,70,2,1,Research Scientist,4,Married,2177,8456,3,No,17,3,1,1,7,6,3,1,0,0,0
37.0,No,Travel_Frequently,319.0,Sales,4.0,4,Marketing,1,Male,41,3,1,Sales Representative,4,Divorced,2793,2539,4,No,17,3,3,1,13,2,3,9,8,5,8
29.0,No,Travel_Frequently,1413.0,Sales,1.0,1,Medical,2,Female,42,3,3,Sales Executive,4,Married,7918,6599,1,No,14,3,4,1,11,5,3,11,10,4,1
35.0,No,Travel_Frequently,944.0,Sales,1.0,3,Marketing,3,Female,92,3,3,Sales Executive,3,Single,8789,9096,1,No,14,3,1,0,10,3,4,10,7,0,8
29.0,Yes,Travel_Rarely,896.0,Research & Development,18.0,1,Medical,3,Male,86,2,1,Research Scientist,4,Single,2389,14961,1,Yes,13,3,3,0,4,3,2,4,3,0,1
52.0,No,Travel_Rarely,1323.0,Research & Development,2.0,3,Life Sciences,3,Female,89,2,1,Laboratory Technician,4,Single,3212,3300,7,No,15,3,2,0,6,3,2,2,2,2,2
42.0,No,Travel_Rarely,532.0,Research & Development,4.0,2,Technical Degree,3,Male,58,3,5,Manager,4,Married,19232,4933,1,No,11,3,4,0,22,3,3,22,17,11,15
59.0,No,Travel_Rarely,818.0,Human Resources,6.0,2,Medical,2,Male,52,3,1,Human Resources,3,Married,2267,25657,8,No,17,3,4,0,7,2,2,2,2,2,2
50.0,No,Travel_Rarely,854.0,Sales,1.0,4,Medical,4,Female,68,3,5,Manager,4,Divorced,19517,24118,3,No,11,3,3,1,32,3,2,7,0,0,6
33.0,Yes,Travel_Rarely,813.0,Research & Development,14.0,3,Medical,3,Male,58,3,1,Laboratory Technician,4,Married,2436,22149,5,Yes,13,3,3,1,8,2,1,5,4,0,4
43.0,No,Travel_Rarely,1034.0,Sales,16.0,3,Marketing,4,Female,80,3,4,Manager,4,Married,16064,7744,5,Yes,22,4,3,1,22,3,3,17,13,1,9
33.0,Yes,Travel_Rarely,465.0,Research & Development,2.0,2,Life Sciences,1,Female,39,3,1,Laboratory Technician,1,Married,2707,21509,7,No,20,4,1,0,13,3,4,9,7,1,7
52.0,No,Non-Travel,771.0,Sales,2.0,4,Life Sciences,1,Male,79,2,5,Manager,3,Single,19068,21030,1,Yes,18,3,4,0,33,2,4,33,7,15,12
32.0,No,Travel_Rarely,1401.0,Sales,4.0,2,Life Sciences,3,Female,56,3,1,Sales Representative,2,Married,3931,20990,2,No,11,3,1,1,6,5,3,4,3,1,2
32.0,Yes,Travel_Rarely,515.0,Research & Development,1.0,3,Life Sciences,4,Male,62,2,1,Laboratory Technician,3,Single,3730,9571,1,Yes,14,3,4,0,4,2,1,3,2,1,2
39.0,No,Travel_Rarely,1431.0,Research & Development,1.0,4,Medical,3,Female,96,3,1,Laboratory Technician,3,Divorced,2232,15417,7,No,14,3,3,3,7,1,3,3,2,1,2
32.0,No,Non-Travel,976.0,Sales,26.0,4,Marketing,3,Male,100,3,2,Sales Executive,4,Married,4465,12069,1,No,18,3,1,0,4,2,3,3,2,2,2
41.0,No,Travel_Rarely,1411.0,Research & Development,19.0,2,Life Sciences,3,Male,36,3,2,Research Scientist,1,Divorced,3072,19877,2,No,16,3,1,2,17,2,2,1,0,0,0
40.0,No,Travel_Rarely,1300.0,Research & Development,24.0,2,Technical Degree,1,Male,62,3,2,Research Scientist,4,Divorced,3319,24447,1,No,17,3,1,2,9,3,3,9,8,4,7
45.0,No,Travel_Rarely,252.0,Research & Development,1.0,3,Other,3,Male,70,4,5,Manager,4,Married,19202,15970,1,No,11,3,3,1,25,2,3,24,0,1,7
31.0,No,Travel_Frequently,1327.0,Research & Development,3.0,4,Medical,2,Male,73,3,3,Research Director,3,Divorced,13675,13523,9,No,12,3,1,1,9,3,3,2,2,2,2
33.0,No,Travel_Rarely,832.0,Research & Development,5.0,4,Life Sciences,3,Female,63,2,1,Research Scientist,4,Married,2911,14776,1,No,13,3,3,1,2,2,2,2,2,0,2
34.0,No,Travel_Rarely,470.0,Research & Development,2.0,4,Life Sciences,4,Male,84,2,2,Manufacturing Director,1,Married,5957,23687,6,No,13,3,2,1,13,3,3,11,9,5,9
37.0,No,Travel_Rarely,1017.0,Research & Development,1.0,2,Medical,3,Female,83,2,1,Research Scientist,1,Married,3920,18697,2,No,14,3,1,1,17,2,2,3,1,0,2
45.0,No,Travel_Frequently,1199.0,Research & Development,7.0,4,Life Sciences,1,Male,77,4,2,Manufacturing Director,3,Married,6434,5118,4,No,17,3,4,1,9,1,3,3,2,0,2
37.0,Yes,Travel_Frequently,504.0,Research & Development,10.0,3,Medical,1,Male,61,3,3,Manufacturing Director,3,Divorced,10048,22573,6,No,11,3,2,2,17,5,3,1,0,0,0
39.0,No,Travel_Frequently,505.0,Research & Development,2.0,4,Technical Degree,3,Female,64,3,3,Healthcare Representative,3,Single,10938,6420,1,No,25,4,4,0,20,1,3,19,6,11,8
29.0,No,Travel_Rarely,665.0,Research & Development,15.0,3,Life Sciences,3,Male,60,3,1,Research Scientist,4,Single,2340,22673,1,No,19,3,1,0,6,1,3,6,5,1,5
42.0,No,Travel_Rarely,916.0,Research & Development,17.0,2,Life Sciences,4,Female,82,4,2,Research Scientist,1,Single,6545,23016,3,Yes,13,3,3,0,10,1,3,3,2,0,2
29.0,No,Travel_Rarely,1247.0,Sales,20.0,2,Marketing,4,Male,45,3,2,Sales Executive,4,Divorced,6931,10732,2,No,14,3,4,1,10,2,3,3,2,0,2
25.0,No,Travel_Rarely,685.0,Research & Development,1.0,3,Life Sciences,1,Female,62,3,2,Manufacturing Director,3,Married,4898,7505,1,No,12,3,4,2,5,3,3,4,2,1,2
42.0,No,Travel_Rarely,269.0,Research & Development,2.0,3,Medical,4,Female,56,2,1,Laboratory Technician,1,Divorced,2593,8007,1,Yes,11,3,3,1,10,4,3,9,6,7,8
40.0,No,Travel_Rarely,1416.0,Research & Development,2.0,2,Medical,1,Male,49,3,5,Research Director,3,Divorced,19436,5949,1,No,19,3,4,1,22,5,3,21,7,3,9
51.0,No,Travel_Rarely,833.0,Research & Development,1.0,3,Life Sciences,3,Male,96,3,1,Research Scientist,4,Married,2723,23231,1,No,11,3,2,0,1,0,2,1,0,0,0
31.0,Yes,Travel_Frequently,307.0,Research & Development,29.0,2,Medical,3,Male,71,2,1,Laboratory Technician,2,Single,3479,11652,1,No,11,3,2,0,6,2,4,5,4,1,4
32.0,No,Travel_Frequently,1311.0,Research & Development,7.0,3,Life Sciences,2,Male,100,4,1,Laboratory Technician,2,Married,2794,26062,1,No,20,4,3,0,5,3,1,5,1,0,3
38.0,No,Non-Travel,1327.0,Sales,2.0,2,Life Sciences,4,Male,39,2,2,Sales Executive,4,Married,5249,19682,3,No,18,3,4,1,13,0,3,8,7,7,5
32.0,No,Travel_Rarely,128.0,Research & Development,2.0,1,Technical Degree,4,Male,84,2,2,Laboratory Technician,1,Single,2176,19737,4,No,13,3,4,0,9,5,3,6,2,0,4
46.0,No,Travel_Rarely,488.0,Sales,2.0,3,Technical Degree,3,Female,75,1,4,Manager,2,Married,16872,14977,3,Yes,12,3,2,1,28,2,2,7,7,7,7
28.0,Yes,Travel_Rarely,529.0,Research & Development,2.0,4,Life Sciences,1,Male,79,3,1,Laboratory Technician,3,Single,3485,14935,2,No,11,3,3,0,5,5,1,0,0,0,0
29.0,No,Travel_Rarely,1210.0,Sales,2.0,3,Medical,1,Male,78,2,2,Sales Executive,2,Married,6644,3687,2,No,19,3,2,2,10,2,3,0,0,0,0
31.0,No,Travel_Rarely,1463.0,Research & Development,23.0,3,Medical,2,Male,64,2,2,Healthcare Representative,4,Married,5582,14408,1,No,21,4,2,1,10,2,3,9,0,7,8
25.0,No,Non-Travel,675.0,Research & Development,5.0,2,Life Sciences,2,Male,85,4,2,Healthcare Representative,1,Divorced,4000,18384,1,No,12,3,4,2,6,2,3,6,3,1,5
45.0,No,Travel_Rarely,1385.0,Research & Development,20.0,2,Medical,3,Male,79,3,4,Healthcare Representative,4,Married,13496,7501,1,Yes,14,3,2,0,21,2,3,20,7,4,10
36.0,No,Travel_Rarely,1403.0,Research & Development,6.0,3,Life Sciences,4,Male,47,3,1,Laboratory Technician,4,Married,3210,20251,1,No,11,3,3,1,16,4,3,15,13,10,11
55.0,No,Travel_Rarely,452.0,Research & Development,1.0,3,Medical,4,Male,81,3,5,Manager,1,Single,19045,18938,1,Yes,14,3,3,0,37,2,3,36,10,4,13
47.0,Yes,Non-Travel,666.0,Research & Development,29.0,4,Life Sciences,1,Male,88,3,3,Manager,2,Married,11849,10268,1,Yes,12,3,4,1,10,2,2,10,7,9,9
28.0,No,Travel_Rarely,1158.0,Research & Development,9.0,3,Medical,4,Male,94,3,1,Research Scientist,4,Married,2070,2613,1,No,23,4,4,1,5,3,2,5,2,0,4
37.0,No,Travel_Rarely,228.0,Sales,6.0,4,Medical,3,Male,98,3,2,Sales Executive,4,Married,6502,22825,4,No,14,3,2,1,7,5,4,5,4,0,1
21.0,No,Travel_Rarely,996.0,Research & Development,3.0,2,Medical,4,Male,100,2,1,Research Scientist,3,Single,3230,10531,1,No,17,3,1,0,3,4,4,3,2,1,0
37.0,No,Non-Travel,728.0,Research & Development,1.0,4,Medical,1,Female,80,3,3,Research Director,4,Divorced,13603,11677,2,Yes,18,3,1,2,15,2,3,5,2,0,2
35.0,No,Travel_Rarely,1315.0,Research & Development,22.0,3,Life Sciences,2,Female,71,4,3,Manager,2,Divorced,11996,19100,7,No,18,3,2,1,10,6,2,7,7,6,2
38.0,No,Travel_Rarely,322.0,Sales,7.0,2,Medical,1,Female,44,4,2,Sales Executive,1,Divorced,5605,19191,1,Yes,24,4,3,1,8,3,3,8,0,7,7
26.0,No,Travel_Frequently,1479.0,Research & Development,1.0,3,Life Sciences,3,Female,84,3,2,Manufacturing Director,2,Divorced,6397,26767,1,No,20,4,1,1,6,6,1,6,5,1,4
50.0,No,Travel_Rarely,797.0,Research & Development,4.0,1,Life Sciences,1,Male,96,3,5,Research Director,2,Divorced,19144,15815,3,No,14,3,1,2,28,4,2,10,4,1,6
53.0,No,Travel_Rarely,1070.0,Research & Development,3.0,4,Medical,3,Male,45,3,4,Research Director,3,Married,17584,21016,3,Yes,16,3,4,3,21,5,2,5,3,1,3
42.0,No,Travel_Rarely,635.0,Sales,1.0,1,Life Sciences,2,Male,99,3,2,Sales Executive,3,Married,4907,24532,1,No,25,4,3,0,20,3,3,20,16,11,6
29.0,No,Travel_Frequently,442.0,Sales,2.0,2,Life Sciences,2,Male,44,3,2,Sales Executive,4,Single,4554,20260,1,No,18,3,1,0,10,3,2,10,7,0,9
55.0,No,Travel_Rarely,147.0,Research & Development,20.0,2,Technical Degree,2,Male,37,3,2,Laboratory Technician,4,Married,5415,15972,3,Yes,19,3,4,1,12,4,3,10,7,0,8
26.0,No,Travel_Frequently,496.0,Research & Development,11.0,2,Medical,1,Male,60,3,2,Healthcare Representative,1,Married,4741,22722,1,Yes,13,3,3,1,5,3,3,5,3,3,3
37.0,No,Travel_Rarely,1372.0,Research & Development,1.0,3,Life Sciences,4,Female,42,3,1,Research Scientist,4,Single,2115,15881,1,No,12,3,2,0,17,3,3,17,12,5,7
44.0,Yes,Travel_Frequently,920.0,Research & Development,24.0,3,Life Sciences,4,Male,43,3,1,Laboratory Technician,3,Divorced,3161,19920,3,Yes,22,4,4,1,19,0,1,1,0,0,0
38.0,No,Travel_Rarely,688.0,Research & Development,23.0,4,Life Sciences,4,Male,82,3,2,Healthcare Representative,4,Divorced,5745,18899,9,No,14,3,2,1,10,2,3,2,2,1,2
26.0,Yes,Travel_Rarely,1449.0,Research & Development,16.0,4,Medical,1,Male,45,3,1,Laboratory Technician,2,Divorced,2373,14180,2,Yes,13,3,4,1,5,2,3,3,2,0,2
28.0,No,Travel_Rarely,1117.0,Research & Development,8.0,2,Life Sciences,4,Female,66,3,1,Research Scientist,4,Single,3310,4488,1,No,21,4,4,0,5,3,3,5,3,0,2
49.0,No,Travel_Frequently,636.0,Research & Development,10.0,4,Life Sciences,3,Female,35,3,5,Research Director,1,Single,18665,25594,9,Yes,11,3,4,0,22,4,3,3,2,1,2
36.0,No,Travel_Rarely,506.0,Research & Development,3.0,3,Technical Degree,3,Male,30,3,2,Research Scientist,2,Single,4485,26285,4,No,12,3,4,0,10,2,3,8,0,7,7
31.0,No,Travel_Frequently,444.0,Sales,5.0,3,Marketing,4,Female,84,3,1,Sales Representative,2,Divorced,2789,3909,1,No,11,3,3,1,2,5,2,2,2,2,2
26.0,Yes,Travel_Rarely,950.0,Sales,4.0,4,Marketing,4,Male,48,2,2,Sales Executive,4,Single,5828,8450,1,Yes,12,3,2,0,8,0,3,8,7,7,4
37.0,No,Travel_Frequently,889.0,Research & Development,9.0,3,Medical,2,Male,53,3,1,Research Scientist,4,Married,2326,11411,1,Yes,12,3,3,3,4,3,2,4,2,1,2
42.0,No,Travel_Frequently,555.0,Sales,26.0,3,Marketing,3,Female,77,3,4,Sales Executive,2,Married,13525,14864,5,No,14,3,4,1,23,2,4,20,4,4,8
18.0,Yes,Travel_Rarely,230.0,Research & Development,3.0,3,Life Sciences,3,Male,54,3,1,Laboratory Technician,3,Single,1420,25233,1,No,13,3,3,0,0,2,3,0,0,0,0
35.0,No,Travel_Rarely,1232.0,Sales,16.0,3,Marketing,3,Male,96,3,3,Sales Executive,2,Married,8020,5100,1,No,15,3,3,2,12,3,2,11,9,6,9
36.0,No,Travel_Frequently,566.0,Research & Development,18.0,4,Life Sciences,3,Male,81,4,1,Laboratory Technician,4,Married,3688,7122,4,No,18,3,4,2,4,2,3,1,0,0,0
51.0,No,Travel_Rarely,1302.0,Research & Development,2.0,3,Medical,4,Male,84,1,2,Manufacturing Director,2,Divorced,5482,16321,5,No,18,3,4,1,13,3,3,4,1,1,2
41.0,No,Travel_Rarely,334.0,Sales,2.0,4,Life Sciences,4,Male,88,3,4,Manager,2,Single,16015,15896,1,No,19,3,2,0,22,2,3,22,10,0,4
18.0,No,Travel_Rarely,812.0,Sales,10.0,3,Medical,4,Female,69,2,1,Sales Representative,3,Single,1200,9724,1,No,12,3,1,0,0,2,3,0,0,0,0
28.0,No,Travel_Rarely,1476.0,Research & Development,16.0,2,Medical,2,Male,68,4,2,Healthcare Representative,1,Single,5661,4824,1,No,19,3,3,0,9,2,3,8,3,0,7
31.0,No,Travel_Rarely,218.0,Sales,7.0,3,Technical Degree,2,Male,100,4,2,Sales Executive,4,Married,6929,12241,4,No,11,3,2,1,10,3,2,8,7,7,7
39.0,No,Travel_Rarely,1132.0,Research & Development,1.0,3,Medical,3,Male,48,4,3,Healthcare Representative,4,Divorced,9613,10942,1,No,17,3,1,3,19,5,2,18,10,3,7
36.0,No,Non-Travel,1105.0,Research & Development,24.0,4,Life Sciences,2,Female,47,3,2,Laboratory Technician,2,Married,5674,6927,7,No,15,3,3,1,11,3,3,9,8,0,8
32.0,No,Travel_Rarely,906.0,Sales,7.0,3,Life Sciences,4,Male,91,2,2,Sales Executive,3,Married,5484,16985,1,No,14,3,3,1,13,3,2,13,8,4,8
38.0,No,Travel_Rarely,849.0,Research & Development,25.0,2,Life Sciences,1,Female,81,2,3,Research Director,2,Married,12061,26707,3,No,17,3,3,1,19,2,3,10,8,0,1
58.0,No,Non-Travel,390.0,Research & Development,1.0,4,Life Sciences,4,Male,32,1,2,Healthcare Representative,3,Divorced,5660,17056,2,Yes,13,3,4,1,12,2,3,5,3,1,2
31.0,No,Travel_Rarely,691.0,Research & Development,5.0,4,Technical Degree,3,Male,86,3,1,Research Scientist,4,Married,4821,10077,1,Yes,12,3,3,1,6,4,3,5,2,0,3
31.0,No,Travel_Rarely,106.0,Human Resources,2.0,3,Human Resources,1,Male,62,2,2,Human Resources,1,Married,6410,17822,3,No,12,3,4,0,9,1,3,2,2,1,0
45.0,No,Travel_Frequently,1249.0,Research & Development,7.0,3,Life Sciences,1,Male,97,3,3,Laboratory Technician,1,Divorced,5210,20308,1,No,18,3,1,1,24,2,3,24,9,9,11
31.0,No,Travel_Rarely,192.0,Research & Development,2.0,4,Life Sciences,3,Male,32,3,1,Research Scientist,4,Divorced,2695,7747,1,Yes,18,3,2,1,3,2,1,2,2,2,2
33.0,No,Travel_Frequently,553.0,Research & Development,5.0,4,Life Sciences,4,Female,74,3,3,Manager,2,Married,11878,23364,6,No,11,3,2,2,12,2,3,10,6,8,8
39.0,No,Travel_Rarely,117.0,Research & Development,10.0,1,Medical,3,Male,99,3,4,Manager,1,Married,17068,5355,1,Yes,14,3,4,0,21,3,3,21,9,11,10
43.0,No,Travel_Frequently,185.0,Research & Development,10.0,4,Life Sciences,3,Female,33,3,1,Laboratory Technician,4,Single,2455,10675,1,No,19,3,1,0,9,5,3,8,7,1,7
49.0,No,Travel_Rarely,1091.0,Research & Development,1.0,2,Technical Degree,3,Female,90,2,4,Healthcare Representative,3,Single,13964,17810,7,Yes,12,3,4,0,25,2,3,7,1,0,7
52.0,Yes,Travel_Rarely,723.0,Research & Development,8.0,4,Medical,3,Male,85,2,2,Research Scientist,2,Married,4941,17747,2,No,15,3,1,0,11,3,2,8,2,7,7
27.0,No,Travel_Rarely,1220.0,Research & Development,5.0,3,Life Sciences,3,Female,85,3,1,Research Scientist,2,Single,2478,20938,1,Yes,12,3,2,0,4,2,2,4,3,1,2
32.0,No,Travel_Rarely,588.0,Sales,8.0,2,Technical Degree,3,Female,65,2,2,Sales Executive,2,Married,5228,24624,1,Yes,11,3,4,0,13,2,3,13,12,11,9
27.0,No,Travel_Rarely,1377.0,Sales,2.0,3,Life Sciences,4,Male,74,3,2,Sales Executive,3,Single,4478,5242,1,Yes,11,3,1,0,5,3,3,5,4,0,4
31.0,No,Travel_Rarely,691.0,Sales,7.0,3,Marketing,4,Male,73,3,2,Sales Executive,4,Divorced,7547,7143,4,No,12,3,4,3,13,3,3,7,7,1,7
32.0,No,Travel_Rarely,1018.0,Research & Development,2.0,4,Medical,1,Female,74,4,2,Research Scientist,4,Single,5055,10557,7,No,16,3,3,0,10,0,2,7,7,0,7
28.0,Yes,Travel_Rarely,1157.0,Research & Development,2.0,4,Medical,1,Male,84,1,1,Research Scientist,4,Married,3464,24737,5,Yes,13,3,4,0,5,4,2,3,2,2,2
30.0,No,Travel_Rarely,1275.0,Research & Development,28.0,2,Medical,4,Female,64,3,2,Research Scientist,4,Married,5775,11934,1,No,13,3,4,2,11,2,3,10,8,1,9
31.0,No,Travel_Frequently,798.0,Research & Development,7.0,2,Life Sciences,3,Female,48,2,3,Manufacturing Director,3,Married,8943,14034,1,No,24,4,1,1,10,2,3,10,9,8,9
39.0,No,Travel_Frequently,672.0,Research & Development,7.0,2,Medical,3,Male,54,2,5,Manager,4,Married,19272,21141,1,No,15,3,1,1,21,2,3,21,9,13,3
39.0,Yes,Travel_Rarely,1162.0,Sales,3.0,2,Medical,4,Female,41,3,2,Sales Executive,3,Married,5238,17778,4,Yes,18,3,1,0,12,3,2,1,0,0,0
33.0,No,Travel_Frequently,508.0,Sales,10.0,3,Marketing,2,Male,46,2,2,Sales Executive,4,Single,4682,4317,3,No,14,3,3,0,9,6,2,7,7,0,1
